SPO#;CP_Bang;CP_GiayPhep;CP_VanChuyen;CP_VatTu;CP_Khac;CP_NhanCong;Total_Cost;ten_loai_bang_hieu;SPO_brand;Request Date;OutletID;Type;Requester;Outlet Name;status_SPO;Signage Class;Supplier;SS/SE;Sales Rep;item_bang_hiflex;item_bat_tha_hiflex;item_canopy;item_hop_den_hiflex;item_led_logo;item_bat_hiflex;item_tranh_dien;item_emblem;item_led;item_bang;item_standard;status_SPO;Area;Region;ASM Approve;SR Accepted Date;Budget;Complete/In progress;ASM Status;Pending At;Warchest/AP
54;6516000;250000;0;2771000;0;0;9537000;hop den hiflex 1 mat ngoai troi day du;Larue;05/01/2026;54;New Signage Request;Le Tuan Anh;BE THUI ANH THU;Area Sales Manager Approved...;Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Tran Van Hung;Le Tuan Anh;0;0;0;1;0;2;0;0;0;3;3;Area Sales Manager Approved...;Quang Nam 1;Central Mid; 15/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
55;48000000;550000;0;7499880;0;0;56049880;led logo_ngoai troi_phien ban 2025_size 1.3:3.9_tiger;Tiger;05/01/2026;55;New Signage Request;Le Minh Quang;TIEM BO GHIEN;Sales Rep Accepted;Premium;Công Ty TNHH Dịch Vụ Quảng Cáo Mĩ Thi;Tran Sau;Le Minh Quang;0;0;0;0;1;2;0;0;1;3;2;Sales Rep Accepted;HCM 2;HCM Zone 1; 15/01/2026; 16/01/2026;100%_LME 2026 - HCM 2_LME 2026 - HCM 2_1_Sales Dept;Complete;Complete;Complete;AP
56;12321000;250000;0;624000;0;0;13195000;hop den hiflex 1 mat khong gan;Tiger;05/01/2026;56;New Signage Request;Nguyen Dang Luan;DIEU HUONG;Area Sales Manager Approved...;Standard;Công ty TNHH MTV QC và trang trí nội ngoại thất Ngọc Lý;Nguyen Hoang Hien;Nguyen Dang Luan;0;0;0;1;0;0;0;0;0;1;1;Area Sales Manager Approved...;Da Nang 3;Central Mid; 19/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
57;0;250000;0;18212232;0;0;18462232;;Larue;05/01/2026;57;New Signage Request;Nguyen Dang Luan;THANH MAI;Sales Rep Checked Variation;Standard;Công ty TNHH MTV QC và trang trí nội ngoại thất Ngọc Lý;Nguyen Hoang Hien;Nguyen Dang Luan;0;0;0;0;0;7;0;0;0;7;7;Sales Rep Checked Variation;Da Nang 3;Central Mid; 15/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
58;6516000;250000;0;0;0;0;6766000;hop den hiflex 1 mat ngoai troi day du;Tiger;05/01/2026;58;New Signage Request;Le Minh Tin;Vuon Bien;Sales Admin Full Checked;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Van Vinh;Le Minh Tin;0;0;0;1;0;0;0;0;0;1;1;Sales Admin Full Checked;Central 20;Central Coast North;;;100%_#_LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
59;2698000;0;0;234000;0;0;2932000;hop den hiflex 2 mat ngoai troi day du;Larue;05/01/2026;59;New Signage Request;Nguyen Dang Luan;NHI BEER QUAN;Area Sales Manager Approved (MOA ASM);Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Nguyen Hoang Hien;Nguyen Dang Luan;0;0;0;1;0;0;0;0;0;1;1;Area Sales Manager Approved (MOA ASM);Da Nang 3;Central Mid; 15/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
60;9214000;250000;0;925000;0;0;10389000;hop den hiflex 1 mat ngoai troi day du, hop den hiflex 2 mat ngoai troi day du;Tiger;05/01/2026;60;New Signage Request;Le Minh Tin;Ut Nho;Sales Admin Full Checked;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Van Vinh;Le Minh Tin;0;0;0;2;0;0;0;0;0;2;2;Sales Admin Full Checked;Central 20;Central Coast North;;;100%_#_LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
61;5430000;250000;0;0;0;0;5680000;hop den hiflex 1 mat ngoai troi day du;Tiger;05/01/2026;61;New Signage Request;Le Minh Tin;Vo Lam;Sales Admin Full Checked;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Van Vinh;Le Minh Tin;0;0;0;1;0;0;0;0;0;1;1;Sales Admin Full Checked;Central 20;Central Coast North;;;100%_#_LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
62;5430000;250000;0;0;0;0;5680000;hop den hiflex 1 mat ngoai troi day du;Tiger;05/01/2026;62;New Signage Request;Le Minh Tin;Huong Viet;Sales Admin Full Checked;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Van Vinh;Le Minh Tin;0;0;0;1;0;0;0;0;0;1;1;Sales Admin Full Checked;Central 20;Central Coast North;;;100%_#_LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
63;5430000;250000;0;0;0;0;5680000;hop den hiflex 1 mat ngoai troi day du;Tiger;05/01/2026;63;New Signage Request;Le Minh Tin;Caraven;Sales Admin Full Checked;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Van Vinh;Le Minh Tin;0;0;0;1;0;0;0;0;0;1;1;Sales Admin Full Checked;Central 20;Central Coast North;;;100%_#_LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
64;0;0;0;1755000;0;0;1755000;;;05/01/2026;64;New Signage Request;Phan Huu Long;TY THUY;Area Sales Manager Approved...;Standard;Công ty TNHH MTV QC và trang trí nội ngoại thất Ngọc Lý;Vuong Dang Luan;Phan Huu Long;0;0;0;0;0;0;0;0;0;0;0;Area Sales Manager Approved...;Da Nang 1;Central Mid; 15/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
65;6516000;250000;0;210000;0;0;6976000;hop den hiflex 1 mat ngoai troi day du;Larue;05/01/2026;65;New Signage Request;LU VAN HOI;CANH HAI (LE THI HAI);Area Sales Manager Approved...;Standard;Công ty TNHH MTV Quảng Cáo Phước Tiến;Vo Duc Thanh;LU VAN HOI;0;0;0;1;0;0;0;0;0;1;1;Area Sales Manager Approved...;Quang Nam 2;Central Mid; 15/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
66;5430000;250000;0;312000;0;0;5992000;hop den hiflex 1 mat ngoai troi day du;Tiger;05/01/2026;66;New Signage Request;Nguyen Cong Kien;SONG QUE;Sign Maker Installed Signage;Standard;Công ty TNHH Quảng Cáo TM Lam Sơn;Ngo Van Uc;Nguyen Cong Kien;0;0;0;1;0;0;0;0;0;1;1;Sign Maker Installed Signage;Central 24;Central Coast North; 14/01/2026;;100%_#_LME 2026_1_Sales Dept;Complete;Complete;Complete;AP
67;0;0;0;621000;0;0;621000;;;05/01/2026;67;New Signage Request;Phan Huu Tu;VIET TIEN;Area Sales Manager Approved...;Standard;Công ty TNHH MTV QC và trang trí nội ngoại thất Ngọc Lý;Le Thanh Ngoc ;Phan Huu Tu;0;0;0;0;0;0;0;0;0;0;0;Area Sales Manager Approved...;Da Nang 1;Central Mid; 15/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
68;0;0;0;702000;0;0;702000;;;05/01/2026;68;New Signage Request;Phan Huu Tu;THAO;Sales Supervisor Verified;Standard;Công ty TNHH MTV QC và trang trí nội ngoại thất Ngọc Lý;Le Thanh Ngoc ;Phan Huu Tu;0;0;0;0;0;0;0;0;0;0;0;Sales Supervisor Verified;Da Nang 1;Central Mid;;;100%_LME2026_LME2026_1_Sales Dept;In progress;In progress;nha ve;AP
69;10792000;250000;0;2338000;0;0;13380000;hop den hiflex 2 mat ngoai troi day du;Bivina;05/01/2026;69;New Signage Request;Nguyen Cong Kien;NHU Y;Sales Admin Full Checked;Standard;Công ty TNHH Quảng Cáo TM Lam Sơn;Ngo Van Uc;Nguyen Cong Kien;0;0;0;2;0;0;0;0;0;2;2;Sales Admin Full Checked;Central 24;Central Coast North;;;100%_#_LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
70;24000000;250000;0;156000;0;0;24406000;led logo_ngoai troi_phien ban 2025_size 0.8:2.4_tiger;Tiger;05/01/2026;70;New Signage Request;Nguyen Huu Minh Tuan;OC 30K;Area Sales Manager Approved...;Premium;Công ty TNHH MTV QC và trang trí nội ngoại thất Ngọc Lý;Phi Ngoc Huy;Nguyen Huu Minh Tuan;0;0;0;0;1;0;0;0;1;1;0;Area Sales Manager Approved...;Da Nang 1;Central Mid; 15/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
71;0;250000;0;1619000;0;0;1869000;;Bivina;05/01/2026;71;New Signage Request;Nguyen Cong Kien;QUAN 9999;Sales Rep Checked Variation;Standard;Công ty TNHH Quảng Cáo TM Lam Sơn;Ngo Van Uc;Nguyen Cong Kien;0;0;0;0;0;1;0;0;0;1;1;Sales Rep Checked Variation;Central 24;Central Coast North; 14/01/2026;;100%_#_LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
72;0;250000;0;4432800;0;0;4682800;;Tiger;05/01/2026;72;New Signage Request;Nguyen Cong Kien;QUAN OXY;Sales Rep Checked Variation;Standard;Công ty TNHH Quảng Cáo TM Lam Sơn;Ngo Van Uc;Nguyen Cong Kien;0;0;0;0;0;2;0;0;0;2;2;Sales Rep Checked Variation;Central 24;Central Coast North; 14/01/2026;;100%_#_LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
73;0;250000;0;2053000;0;0;2303000;;Bivina;05/01/2026;73;New Signage Request;Nguyen Cong Kien;CHUNG VY;Sales Rep Checked Variation;Standard;Công ty TNHH Quảng Cáo TM Lam Sơn;Ngo Van Uc;Nguyen Cong Kien;0;0;0;0;0;1;0;0;0;1;1;Sales Rep Checked Variation;Central 24;Central Coast North; 14/01/2026;;100%_#_LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
74;0;250000;0;2487000;0;0;2737000;;Tiger;05/01/2026;74;New Signage Request;Nguyen Cong Kien;ANH HOA (HOA PHU);Sales Rep Checked Variation;Standard;Công ty TNHH Quảng Cáo TM Lam Sơn;Ngo Van Uc;Nguyen Cong Kien;0;0;0;0;0;1;0;0;0;1;1;Sales Rep Checked Variation;Central 24;Central Coast North; 14/01/2026;;100%_#_LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
75;11061800;250000;0;156000;0;260000;11727800;led logo neon larue smooth - v1.9 (1<d<=2);Larue;05/01/2026;75;New Signage Request;Truong Cong Quoc Khanh;BIA TUOI DUC VIET;Sales Rep Submitted;Standard;Công ty TNHH MTV QC và trang trí nội ngoại thất Ngọc Lý;Nguyen Van Diep;Truong Cong Quoc Khanh;0;0;0;0;1;0;0;0;1;1;0;Sales Rep Submitted;Da Nang 1;Central Mid;;;100%_LME2026_LME2026_1_Sales Dept;In progress;In progress;Sale team;AP
76;0;250000;0;1374000;0;0;1624000;;Bivina;05/01/2026;76;New Signage Request;HUYNH GIA  HUY;Tam Gai;Sales Admin Full Checked;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Van Vinh;HUYNH GIA  HUY;0;0;0;0;0;1;0;0;0;1;1;Sales Admin Full Checked;Central 20;Central Coast North;;;100%_#_LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
77;1535000;250000;0;490000;0;0;2275000;bang hieu hiflex 1 mat ngoai troi;Bivina;05/01/2026;77;New Signage Request;HUYNH GIA  HUY;Co 6 Tuyet;Sales Admin Full Checked;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Van Vinh;HUYNH GIA  HUY;1;0;0;0;0;0;0;0;0;1;1;Sales Admin Full Checked;Central 20;Central Coast North;;;100%_#_LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
78;1228000;250000;0;392000;0;0;1870000;bang hieu hiflex 1 mat ngoai troi;Bivina;05/01/2026;78;New Signage Request;HUYNH GIA  HUY;Co mai;Sales Admin Full Checked;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Van Vinh;HUYNH GIA  HUY;1;0;0;0;0;0;0;0;0;1;1;Sales Admin Full Checked;Central 20;Central Coast North;;;100%_#_LME 2026_1_Sales Dept;In progress;In progress;Sale team;AP
79;1228000;250000;0;392000;0;0;1870000;bang hieu hiflex 1 mat ngoai troi;Bivina;05/01/2026;79;New Signage Request;HUYNH GIA  HUY;Chi hien;Sales Supervisor Verified;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Van Vinh;HUYNH GIA  HUY;1;0;0;0;0;0;0;0;0;1;1;Sales Supervisor Verified;Central 20;Central Coast North;;;100%_LME_LME 2026_1_Sales Dept;In progress;In progress;nha ve;AP
80;1535000;250000;0;490000;0;0;2275000;bang hieu hiflex 1 mat ngoai troi;Bivina;05/01/2026;80;New Signage Request;HUYNH GIA  HUY;Quyen;Sales Supervisor Verified;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Van Vinh;HUYNH GIA  HUY;1;0;0;0;0;0;0;0;0;1;1;Sales Supervisor Verified;Central 20;Central Coast North;;;100%_LME_LME 2026_1_Sales Dept;In progress;In progress;nha ve;AP
81;11250000;0;0;780000;0;0;12030000;hop den hiflex 1 mat khong gan;Tiger;05/01/2026;81;New Signage Request;Le Thanh Vu;Am Thuc Lang Viet;Sales Rep Checked Variation;Standard;Hộ Kinh Doanh Văn Dầu;Tran Kim Anh Tuan;Le Thanh Vu;0;0;0;1;0;0;0;0;0;1;1;Sales Rep Checked Variation;HCM 9;HCM Zone 4; 14/01/2026;;100%_LME 2026 - HCM 9_LME 2026 - HCM 9_1_Sales Dept;In progress;ASM approve;nha ve;AP
82;0;0;0;0;0;260000;260000;;;05/01/2026;82;New Signage Request;Ha Quang Thang;Quan 239;Sales Rep Checked Variation;Standard;Công ty TNHH MTV QC và trang trí nội ngoại thất Ngọc Lý;Nguyen Hoang Hien;Ha Quang Thang;0;0;0;0;0;0;0;0;0;0;0;Sales Rep Checked Variation;Da Nang 3;Central Mid; 15/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
83;0;0;0;1772850;0;300000;2072850;;;05/01/2026;83;New Signage Request;Ha Quang Thang;CAU BAO;Sales Rep Checked Variation;Standard;Công ty TNHH MTV QC và trang trí nội ngoại thất Ngọc Lý;Nguyen Hoang Hien;Ha Quang Thang;0;0;0;0;0;0;0;0;0;0;0;Sales Rep Checked Variation;Da Nang 3;Central Mid; 15/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
84;0;250000;0;3736000;0;0;3986000;;Larue;05/01/2026;84;New Signage Request;Ha Quang Thang;SUONG;Sales Rep Checked Variation;Standard;Công ty TNHH MTV QC và trang trí nội ngoại thất Ngọc Lý;Nguyen Hoang Hien;Ha Quang Thang;0;0;0;0;0;2;0;0;0;2;2;Sales Rep Checked Variation;Da Nang 3;Central Mid; 15/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
85;11200000;250000;0;0;0;0;11450000;led logo doc_trong nha_size 1.0:1.5_heineken;Heineken;05/01/2026;85;New Signage Request;Nguyen Anh Nam;TAM KY RESTAURANT;Sales Supervisor Verified;Premium;Công ty TNHH MTV Quảng Cáo Phước Tiến;Nguyen Duc Hoa;Nguyen Anh Nam;0;0;0;0;1;0;0;0;1;1;0;Sales Supervisor Verified;Quang Nam 2;Central Mid;;;100%_LME2026_LME2026_1_Sales Dept;In progress;In progress;nha ve;AP
86;0;0;0;0;1600000;0;1600000;;;05/01/2026;86;New Signage Request;Nguyen Thanh Toi;THUY HU;Sales Admin Full Checked;Standard;Công Ty TNHH Dịch Vụ Quảng Cáo Mĩ Thi;Ha Le Tien Tai;Nguyen Thanh Toi;0;0;0;0;0;0;0;0;0;0;0;Sales Admin Full Checked;HCM 1;HCM Zone 1;;;100%_LME 2026 - HCM 1_LME 2026 - HCM 1_1_Sales Dept;In progress;In progress;Sale team;AP
87;18867200;550000;0;111660000;0;0;131077200;led logo doc trong nha (1:6.5) (2<dt<=4);Heineken;05/01/2026;87;New Signage Request;Nguyen Hoang Lam;HOTEL LCC;Area Sales Manager Approved...;Premium;CTY CP SMART A VIETNAM;Ngo Thanh Hung;Nguyen Hoang Lam;0;0;0;0;1;0;0;0;1;1;0;Area Sales Manager Approved...;Modern On Trade 8;MONT South; 12/01/2026;;100%_LME 2026_LME 2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
88;0;0;0;1835540;0;0;1835540;;Tiger;05/01/2026;88;New Signage Request;Bui Minh Tam;GOI CA TRICH;Sign Maker Installed Signage;Standard;Công Ty TNHH Dịch Vụ Quảng Cáo Mĩ Thi;Bui Ngoc Hung;Bui Minh Tam;0;0;1;0;0;0;0;0;0;1;1;Sign Maker Installed Signage;HCM 2;HCM Zone 1; 15/01/2026;;100%_LME 2026 - HCM 2_LME 2026 - HCM 2_1_Sales Dept;Complete;Complete;Complete;AP
89;5430000;250000;0;0;0;0;5680000;hop den hiflex 1 mat ngoai troi day du;Bivina;05/01/2026;89;New Signage Request;Vinh Nguyen Quang;GA THACH THAO;Sign Maker Installed Signage;Standard;Công ty TNHH Quảng Cáo Hoàng Vinh;Dang Van Dao;Vinh Nguyen Quang;0;0;0;1;0;0;0;0;0;1;1;Sign Maker Installed Signage;Central 3;Central Coast South; 11/01/2026;;100%_LME_LME2026_1_Sales Dept;Complete;Complete;Complete;AP
90;24200000;550000;0;810000;0;843750;26403750;led logo doc_ngoai troi_size 1.5:3.0_heineken, led logo doc_trong nha_size 0.6:0.9_heineken;Heineken;05/01/2026;90;New Signage Request;Bui Minh Tam;THIEN HONG PHAT;Sign Maker Installed Signage;Premium;Công Ty TNHH Dịch Vụ Quảng Cáo Mĩ Thi;Bui Ngoc Hung;Bui Minh Tam;0;0;0;0;2;0;0;0;2;2;0;Sign Maker Installed Signage;HCM 2;HCM Zone 1; 15/01/2026;;100%_LME 2026 - HCM 2_LME 2026 - HCM 2_1_Sales Dept;Complete;Complete;Complete;AP
91;24000000;250000;0;859500;0;0;25109500;led logo_ngoai troi_phien ban 2025_size 0.8:2.4_tiger;Tiger;05/01/2026;91;New Signage Request;Nguyen Thanh Long;DE LOC DINH;Sales Admin Rejected;Premium;Công ty TNHH MTV Quảng Cáo Phước Tiến;Nguyen Hoang Hien;Nguyen Thanh Long;0;0;0;0;1;0;0;0;1;1;0;Sales Admin Rejected;Da Nang 3;Central Mid;;;100%_LME2026_LME2026_1_Sales Dept;In progress;In progress;Sale team;AP
92;6583120;250000;0;2685000;0;0;9518120;hop den hiflex 2 mat ngoai troi day du;Bivina;05/01/2026;92;New Signage Request;Phan Xuan Thoai;CANH DONG;Sales Rep Accepted;Standard;Công ty TNHH Quảng Cáo Hoàng Vinh;Nguyen Hoang Quoc Tin;Phan Xuan Thoai;0;0;0;2;0;0;0;0;0;2;2;Sales Rep Accepted;Central 3;Central Coast South; 11/01/2026; 19/01/2026;100%_LME_LME2026_1_Sales Dept;Complete;Complete;Complete;AP
93;4088080;250000;0;0;0;0;4338080;hop den hiflex 1 mat ngoai troi day du, hop den hiflex 2 mat ngoai troi day du;Tiger;05/01/2026;93;New Signage Request;Phan Xuan Thoai;SAN CO;Sign Maker Installed Signage;Standard;Công ty TNHH Quảng Cáo Hoàng Vinh;Nguyen Hoang Quoc Tin;Phan Xuan Thoai;0;0;0;2;0;0;0;0;0;2;2;Sign Maker Installed Signage;Central 3;Central Coast South; 11/01/2026;;100%_LME_LME2026_1_Sales Dept;Complete;Complete;Complete;AP
94;4344000;250000;0;0;0;0;4594000;hop den hiflex 1 mat ngoai troi day du;Tiger;05/01/2026;94;New Signage Request;Phan Xuan Thoai;QUAN HAI LUA;Sign Maker Installed Signage;Standard;Công ty TNHH Quảng Cáo Hoàng Vinh;Nguyen Hoang Quoc Tin;Phan Xuan Thoai;0;0;0;1;0;0;0;0;0;1;1;Sign Maker Installed Signage;Central 3;Central Coast South; 11/01/2026;;100%_LME_LME2026_1_Sales Dept;Complete;Complete;Complete;AP
95;758000;250000;0;1317000;0;0;2325000;bang hieu hiflex 2 mat ngoai troi;Bivina;05/01/2026;95;New Signage Request;Nguyen Tin Phat;Viet My;Sales Rep Checked Variation;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Quoc Dung;Nguyen Tin Phat;1;0;0;0;0;0;0;0;0;1;1;Sales Rep Checked Variation;Central 22;Central Coast North; 15/01/2026;;100%_#_LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
96;24000000;0;0;157500;0;0;24157500;led logo_ngoai troi_phien ban 2025_size 0.8:2.4_tiger;Tiger;05/01/2026;96;New Signage Request;Nguyen Nhat Ban;BE BAY;Area Sales Manager Approved...;Premium;Công ty TNHH MTV Quảng Cáo Phước Tiến;Huynh Trang Chi;Nguyen Nhat Ban;0;0;0;0;1;0;0;0;1;1;0;Area Sales Manager Approved...;Quang Nam 2;Central Mid; 15/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
97;1535000;250000;0;490000;0;0;2275000;bang hieu hiflex 1 mat ngoai troi;Bivina;05/01/2026;97;New Signage Request;Nguyen Tin Phat;Hoang Hoang;Sales Rep Checked Variation;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Quoc Dung;Nguyen Tin Phat;1;0;0;0;0;0;0;0;0;1;1;Sales Rep Checked Variation;Central 22;Central Coast North; 15/01/2026;;100%_#_LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
98;982400;250000;0;313600;0;0;1546000;bang hieu hiflex 1 mat ngoai troi;Bivina;05/01/2026;98;New Signage Request;Nguyen Tin Phat;VAN OANH;Sales Rep Checked Variation;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Quoc Dung;Nguyen Tin Phat;1;0;0;0;0;0;0;0;0;1;1;Sales Rep Checked Variation;Central 22;Central Coast North; 15/01/2026;;100%_#_LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
99;5712360;250000;0;0;0;0;5962360;hop den hiflex 1 mat ngoai troi day du;Tiger;05/01/2026;99;New Signage Request;Nguyen Tin Phat;GAI THAM;Sales Rep Checked Variation;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Quoc Dung;Nguyen Tin Phat;0;0;0;1;0;0;0;0;0;1;1;Sales Rep Checked Variation;Central 22;Central Coast North; 13/01/2026;;100%_#_LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
100;758000;250000;0;1317000;0;0;2325000;bang hieu hiflex 2 mat ngoai troi;Bivina;05/01/2026;100;New Signage Request;Nguyen Tin Phat;Gia Han;Sales Rep Checked Variation;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Quoc Dung;Nguyen Tin Phat;1;0;0;0;0;0;0;0;0;1;1;Sales Rep Checked Variation;Central 22;Central Coast North; 13/01/2026;;100%_#_LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
101;5430000;250000;0;0;0;0;5680000;hop den hiflex 1 mat ngoai troi day du;Tiger;05/01/2026;101;New Signage Request;Nguyen Tin Phat;VAN TUONG;Sales Rep Checked Variation;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Quoc Dung;Nguyen Tin Phat;0;0;0;1;0;0;0;0;0;1;1;Sales Rep Checked Variation;Central 22;Central Coast North; 13/01/2026;;100%_#_LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
102;6516000;250000;0;0;0;0;6766000;hop den hiflex 1 mat ngoai troi day du;Tiger;05/01/2026;102;New Signage Request;Nguyen Tin Phat;BE (Van Tuong 2);Sales Rep Checked Variation;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Quoc Dung;Nguyen Tin Phat;0;0;0;1;0;0;0;0;0;1;1;Sales Rep Checked Variation;Central 22;Central Coast North; 13/01/2026;;100%_#_LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
103;2830040;250000;0;766000;0;0;3846040;bang hieu hiflex 1 mat ngoai troi, hop den hiflex 2 mat ngoai troi day du;Larue;05/01/2026;103;New Signage Request;Do Quang Vinh;TH Thuy Mi;Area Sales Manager Approved...;Standard;Công ty TNHH MTV QC và trang trí nội ngoại thất Ngọc Lý;Nguyen Kim Son;Do Quang Vinh;1;0;0;1;0;0;0;0;0;2;2;Area Sales Manager Approved...;Da Nang 3;Central Mid; 15/01/2026;;100%_LME2026_LME2026_1_Sales Dept;In progress;ASM approve;Sale team;AP
104;2698000;250000;0;925000;0;0;3873000;hop den hiflex 2 mat ngoai troi day du;Bivina;05/01/2026;104;New Signage Request;Nguyen Tin Phat;Nga Hanh;Sales Rep Checked Variation;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Quoc Dung;Nguyen Tin Phat;0;0;0;1;0;0;0;0;0;1;1;Sales Rep Checked Variation;Central 22;Central Coast North; 13/01/2026;;100%_#_LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
105;2698000;250000;0;925000;0;0;3873000;hop den hiflex 2 mat ngoai troi day du;Bivina;05/01/2026;105;New Signage Request;Nguyen Tin Phat;PHUNG SANG;Sales Rep Checked Variation;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Quoc Dung;Nguyen Tin Phat;0;0;0;1;0;0;0;0;0;1;1;Sales Rep Checked Variation;Central 22;Central Coast North; 13/01/2026;;100%_#_LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
106;7042000;250000;419760;2672000;0;0;10383760;hop den hiflex 1 mat ngoai troi day du, hop den hiflex 2 mat ngoai troi day du;Tiger;05/01/2026;106;New Signage Request;Duong Trung Nghia;SUN GARDEN;Sign Maker Installed Signage;Standard;Công ty TNHH Thiết Kế Quảng Cáo Nghĩa Ad;Tran The  Anh;Duong Trung Nghia;0;0;0;2;0;0;0;0;0;2;2;Sign Maker Installed Signage;Central 9;Central Coast South; 08/01/2026;;100%_LME 2026_LME 2026_1_Sales Dept;Complete;Complete;Complete;AP
107;1535000;250000;0;490000;0;0;2275000;bang hieu hiflex 1 mat ngoai troi;Bivina;05/01/2026;107;New Signage Request;Nguyen Tin Phat;Chi Lieu;Sales Rep Checked Variation;Standard;Công ty TNHH Mỹ Thuật Quảng Cáo Kiến Trúc Đỗ Lê;Nguyen Quoc Dung;Nguyen Tin Phat;1;0;0;0;0;0;0;0;0;1;1;Sales Rep Checked Variation;Central 22;Central Coast North; 13/01/2026;;100%_#_LME 2026_1_Sales Dept;In progress;ASM approve;nha ve;AP
